FIT101,LIT101, MV101,P101,P102, AIT201,AIT202,AIT203,FIT201,Attack
2.504244,717.0323,2,1,1,263.362,8.448347,317.5083,0,1
2.490472,718.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.471896,719.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.456843,720.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.440829,720.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.428658,721.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.425135,722.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.425135,723.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.449476,724.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.503283,725.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.550043,726.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.585274,727.0323,2,1,1,263.362,8.446745,317.5083,0,1
2.628511,728.0323,2,1,1,263.362,8.446424,317.5083,0,1
2.639721,729.0323,2,1,1,263.362,8.446424,317.5083,0,1
2.669827,730.0323,2,1,1,263.362,8.446424,317.5083,0,1
2.671748,731.0323,2,1,1,263.362,8.446424,317.5083,0,1
2.639721,732.0323,2,1,1,263.362,8.446424,317.534,0,1
2.62723,733.0323,2,1,1,263.362,8.446424,317.5596,0,1
2.625628,734.0323,2,1,1,263.362,8.446424,317.5596,0,1
2.621785,735.0323,2,1,1,263.362,8.446424,317.5596,0,1
2.600006,736.0323,2,1,1,263.362,8.446424,317.5596,0,1
2.586875,737.0323,2,1,1,263.362,8.446424,317.5596,0,1
2.567338,738.0323,2,1,1,263.362,8.446745,317.5596,0,1
2.553886,739.0323,2,1,1,263.362,8.447706,317.5596,0,1
2.53467,739.0323,2,1,1,263.362,8.449949,317.5596,0,1
2.52346,740.0323,2,1,1,263.362,8.449949,317.6878,0,1
2.502642,741.0323,2,1,1,263.362,8.449949,317.6878,0,1
2.491112,742.0323,2,1,1,263.362,8.449949,317.6878,0,1
2.473497,743.0323,2,1,1,263.362,8.449949,317.6878,0,1
2.460686,744.0323,2,1,1,263.362,8.449949,317.6878,0,1
2.441469,745.0323,2,1,1,263.362,8.449629,317.6878,0,1
2.423854,746.0323,2,1,1,263.362,8.448347,317.6878,0,1
2.420651,747.0323,2,1,1,263.362,8.448347,317.6878,0,1
2.420651,748.0323,2,1,1,263.362,8.446745,317.6109,0,1
2.427057,749.0323,2,1,1,263.362,8.446745,317.6109,0,1
2.4767,750.0323,2,1,1,263.362,8.446745,317.6109,0,1
2.522499,751.0323,2,1,1,263.362,8.446745,317.6109,0,1
2.562854,752.0323,2,1,1,263.362,8.446745,317.6109,0,1
2.599366,752.0323,2,1,1,263.362,8.446745,317.6365,0,1
2.635557,753.0323,2,1,1,263.362,8.446745,317.6621,0,1
2.649649,754.0323,2,1,1,263.362,8.446745,317.6878,0,1
2.652532,755.0323,2,1,1,263.362,8.446745,317.6878,0,1
2.647407,756.0323,2,1,1,263.362,8.446745,317.6878,0,1
2.626909,757.0323,2,1,1,263.362,8.446745,317.6878,0,1
2.616981,758.0323,2,1,1,263.362,8.446745,317.6878,0,1
2.607693,759.0323,2,1,1,263.362,8.447386,317.6878,0,1
2.600006,760.0323,2,1,1,263.362,8.448988,317.6878,0,1
2.578548,761.0323,2,1,1,263.362,8.449308,317.6878,0,1
2.566057,762.0323,2,1,1,263.362,8.449308,317.7903,0,1
2.54652,763.0323,2,1,1,263.362,8.449308,317.7903,0,1
2.532108,764.0323,2,1,1,263.362,8.449308,317.7903,0,1
2.51161,765.0323,2,1,1,263.362,8.449308,317.7903,0,1
2.495596,766.0323,2,1,1,263.362,8.448027,317.7903,0,1
2.474778,767.0323,2,1,1,263.362,8.448027,317.7903,0,1
2.459405,767.0323,2,1,1,263.362,8.448027,317.7903,0,1
2.456843,768.0323,2,1,1,263.362,8.448027,317.7903,0,1
2.433462,770.0323,2,1,1,263.362,8.445784,317.9185,0,1
2.425135,771.0323,2,1,1,263.362,8.445784,317.9185,0,1
2.425135,771.0323,2,1,1,263.362,8.445784,317.9185,0,1
2.425776,772.0323,2,1,1,263.362,8.445784,317.9185,0,1
2.475098,773.0323,2,1,1,263.362,8.444822,317.9185,0,1
2.528905,774.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.567979,775.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.605771,776.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.605771,776.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.63876,777.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.662781,778.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.667585,779.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.648048,780.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.621785,781.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.609935,782.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.608334,783.0323,2,1,1,263.362,8.444181,317.9185,0,1
2.598405,784.0323,2,1,1,263.362,8.444181,317.9954,0,1
2.575345,785.0323,2,1,1,263.362,8.445143,318.021,0,1
2.560933,786.0323,2,1,1,263.362,8.445143,318.021,0,1
2.540435,787.0323,2,1,1,263.362,8.445143,318.021,0,1
2.527624,788.0323,2,1,1,263.362,8.445143,318.021,0,1
2.510009,788.0323,2,1,1,263.362,8.445143,318.021,0,1
2.496877,789.0323,2,1,1,263.362,8.445143,318.021,0,1
2.471575,790.0323,2,1,1,263.362,8.445143,318.021,0,1
2.459405,791.0323,2,1,1,263.362,8.445143,318.021,0,1
2.44179,792.0323,2,1,1,263.362,8.445143,318.021,0,1
2.424174,793.0323,2,1,1,263.362,8.445143,318.021,0,1
2.424174,794.0323,2,1,1,263.362,8.445143,318.021,0,1
2.428018,795.0323,2,1,1,263.362,8.445143,318.021,0,1
2.464209,796.0323,2,1,1,263.362,8.446424,318.021,0,1
2.505204,797.0323,2,1,1,263.362,8.446424,318.021,0,1
2.549082,798.0323,2,1,1,263.362,8.446424,318.021,0,1
2.587516,799.0323,2,1,1,263.362,8.446424,318.021,0,1
2.625308,800.0323,2,1,1,263.362,8.446424,318.021,0,1
2.642603,801.0323,0,1,1,263.362,8.446424,318.021,0,1
2.653172,802.0323,0,1,1,263.362,8.446424,318.021,0,1
2.653172,803.0323,0,1,1,263.362,8.446424,318.021,0,1
2.630753,804.0323,0,1,1,263.362,8.446424,318.021,0,1
2.617622,805.0323,0,1,1,263.362,8.449949,318.021,0,1
2.606412,806.0323,0,1,1,263.362,8.449949,318.021,0,1
2.583992,807.0323,0,1,1,263.362,8.449949,318.021,0,1
2.543638,808.0323,0,1,1,263.362,8.449949,318.021,0,1
2.494315,808.0323,1,1,1,263.362,8.449949,318.021,0,1
2.389905,809.0323,1,1,1,263.362,8.449949,318.021,0,1
2.185889,810.0323,1,1,1,263.362,8.449949,318.021,0,1
1.925504,811.0323,1,1,1,263.362,8.446104,318.2005,0,1
1.531243,812.0323,1,1,1,263.362,8.446104,318.2005,0,1
1.128975,813.0323,1,1,1,263.362,8.446104,318.2005,0,1
0.7504084,814.0323,1,1,1,263.362,8.448027,318.2005,0,1
0.4724081,815.0323,1,1,1,263.362,8.449308,318.2005,0,1
0.2683919,816.0323,1,1,1,263.362,8.449308,318.1748,0,1
0.1406015,817.0323,1,1,1,263.362,8.449308,318.0467,0,1
0.0714217,818.0323,1,1,1,263.362,8.449308,318.0467,0,1
0.0176152,819.0323,1,1,1,263.362,8.449308,318.0467,0,1
0,820.0323,1,1,1,263.362,8.449308,318.0467,0,1
0,821.0323,1,1,1,263.362,8.449308,318.0467,0,1
0,822.0323,1,1,1,263.362,8.449308,318.0467,0,1
0,823.0323,1,1,1,263.362,8.449308,318.0467,0,1
0,824.0323,1,1,1,263.5222,8.449308,318.0467,0,1
0,825.0323,1,1,1,263.5222,8.449308,318.1492,0,1
0,826.0323,1,1,1,263.5222,8.449308,318.1492,0,1
0,826.0323,1,1,1,263.5222,8.449308,318.1492,0,1
0,827.0323,1,1,1,263.5222,8.449308,318.1492,0,1
0,828.0323,1,1,1,263.5222,8.449308,318.1492,0,1
0,829.0323,1,1,1,263.5222,8.449308,318.1492,0,1
0,830.0323,1,1,1,263.5222,8.447386,318.1492,0,1
0,831.0323,1,1,1,263.2979,8.447386,318.1492,0,1
0,832.0323,1,1,1,263.2979,8.447386,318.1492,0,1
0,833.0323,1,1,1,263.2979,8.447386,318.1492,0,1
0,834.0323,1,1,1,263.2979,8.447386,318.1492,0,1
0,835.0323,1,1,1,263.2979,8.446745,318.1492,0,1
0,836.0323,1,1,1,263.2979,8.446745,318.1492,0,1
0,837.0323,1,1,1,263.2979,8.446745,318.1492,0,1
0,838.0323,1,1,1,263.2979,8.445784,318.1492,0,1
0,839.0323,1,1,1,263.2979,8.445784,318.4312,0,1
0,839.0323,1,1,1,263.4901,8.445784,318.4312,0,1
0,840.0323,1,1,1,263.4901,8.445784,318.4312,0,1
0,840.0323,1,1,1,263.4901,8.445784,318.4312,0,1
0,841.0323,1,1,1,263.4901,8.445784,318.4312,0,1
0,842.0323,1,1,1,263.4901,8.446424,318.4312,0,1
0,843.0323,1,1,1,263.4901,8.449308,318.2774,0,1
0,844.0323,1,1,1,263.4901,8.449308,318.2774,0,1
0,845.0323,1,1,1,263.4901,8.449308,318.2774,0,1
0,846.0323,1,1,1,263.4901,8.449308,318.2774,0,1
0,847.0323,1,1,1,263.4901,8.449308,318.3799,0,1
0,848.0323,1,1,1,263.2979,8.449308,318.3799,0,1
0,849.0323,1,1,1,263.2979,8.449308,318.3799,0,1
0,850.0323,1,1,1,263.2979,8.449308,318.3799,0,1
0,851.0323,1,1,1,263.2979,8.448988,318.3799,0,1
0,852.0323,1,1,1,263.2979,8.447706,318.3799,0,1
0,853.0323,1,1,1,263.2979,8.447706,318.3799,0,1
0,854.0323,1,1,1,263.2979,8.447706,318.3799,0,1
0,855.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,855.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,856.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,857.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,858.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,859.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,860.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,861.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,862.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,863.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,864.0323,1,1,1,263.4581,8.447706,318.3799,0,1
0,865.0323,1,1,1,263.4581,8.447386,318.3799,0,1
0,866.0323,1,1,1,263.4581,8.446104,318.3799,0,1
0,867.0323,1,1,1,263.4581,8.446104,318.3799,0,1
0,868.0323,1,1,1,263.4581,8.446104,318.3799,0,1
0,869.0323,1,1,1,263.4581,8.446104,318.3799,0,1
0,870.0323,1,1,1,263.4581,8.446104,318.3799,0,1
0,871.0323,1,1,1,263.4581,8.446104,318.3799,0,1
0,871.0323,1,1,1,263.4581,8.446104,318.3799,0,1
0,872.0323,1,1,1,263.4581,8.446104,318.3799,0,1
0,873.0323,1,1,1,263.4581,8.446745,318.3799,0,1
0,874.0323,1,1,1,263.4581,8.446745,318.3799,0,1
0,875.0323,1,1,1,263.4581,8.446745,318.3799,0,1
0,876.0323,1,1,1,263.4581,8.446745,318.3799,0,1
0,877.0323,1,1,1,263.4581,8.446745,318.3799,0,1
0,878.0323,1,1,1,263.4581,8.448027,318.3799,0,1
0,879.0323,1,1,1,263.4581,8.449629,318.3799,0,1
0,880.0323,1,1,1,263.4581,8.449629,318.3799,0,1
0,881.0323,1,1,1,263.4581,8.449629,318.4568,0,1
0,882.0323,1,1,1,263.4581,8.449629,318.4568,0,1
0,883.0323,1,1,1,263.4581,8.449629,318.4568,0,1
0,884.0323,1,1,1,263.4581,8.449629,318.4568,0,1
0,885.0323,1,1,1,263.4581,8.447706,318.4568,0,1
0,886.0323,1,1,1,263.4581,8.446424,318.4568,0,1
0,887.0323,1,1,1,263.4581,8.446424,318.4568,0,1
0,888.0323,1,1,1,263.4581,8.446424,318.4568,0,1
0,888.0323,1,1,1,263.4581,8.446424,318.4568,0,1
0,889.0323,1,1,1,263.4581,8.446424,318.4568,0,1
0,889.0323,1,1,1,263.4581,8.446424,318.4568,0,1
0,890.0323,1,1,1,263.4581,8.446424,318.585,0,1
0,892.0323,1,1,1,263.4581,8.446745,318.585,0,1
0,893.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,894.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,895.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,896.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,897.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,898.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,898.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,899.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,900.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,901.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,902.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,903.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,904.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,905.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,906.0323,1,1,1,263.4581,8.447706,318.6875,0,1
0,907.0323,1,1,1,263.4581,8.447706,318.5594,0,1
0,908.0323,1,1,1,263.4581,8.447706,318.5594,0,1
0,909.0323,1,1,1,263.4581,8.447706,318.5594,0,1
0,910.0323,1,1,1,263.4581,8.447706,318.5594,0,1
0,911.0323,1,1,1,263.4581,8.447706,318.5594,0,1
0,911.0323,1,1,1,263.4581,8.447706,318.5594,0,1
0,913.0323,1,1,1,263.4581,8.447706,318.6619,0,1
0,913.0323,1,1,1,263.4581,8.447706,318.7132,0,1
0,913.0323,1,1,1,263.4581,8.447706,318.7132,0,1
0,915.0323,1,1,1,263.4581,8.447706,318.7132,0,1
0,916.0323,1,1,1,263.4581,8.448988,318.7132,0,1
0,917.0323,1,1,1,263.4581,8.448988,318.7132,0,1
0,917.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,918.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,919.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,920.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,921.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,922.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,923.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,924.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,925.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,925.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,925.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,925.0323,1,1,1,263.4581,8.45059,318.7132,0,1
0,748.9819,1,1,1,263.4581,8.45059,318.7132,0,1
0,748.6678,1,1,1,263.4581,8.45059,318.7132,0,1
0,749.0211,1,1,1,263.4581,8.45059,318.7132,0,1
0,749.0604,1,1,1,263.4581,8.45059,318.7132,0,1
0,748.9819,1,1,1,263.4581,8.45059,318.7132,0,1
0,748.9034,1,1,1,263.4581,8.45059,318.7132,0,1
0,749.2174,1,1,1,263.4581,8.45059,318.7132,0,1
0,749.4529,1,1,1,263.4581,8.45059,318.7132,0,1
0,749.4136,1,1,1,263.4581,8.45059,318.7132,0,1
0,749.0211,1,1,1,263.4581,8.45059,318.7644,0,1
0,749.0996,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.2567,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.0604,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.0604,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.2959,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.1782,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.1782,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.2959,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.2959,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.5707,1,1,1,263.4581,8.45059,318.8157,0,1
0,749.6884,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.4529,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.6099,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.6884,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.7669,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.8062,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.8062,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.8455,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.6884,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.7669,1,1,1,263.4581,8.45059,318.8157,0,0
0,750.238,1,1,1,263.4581,8.45059,318.8157,0,0
0,749.9632,1,1,1,263.4581,8.447706,318.8926,0,0
0,750.0024,1,1,1,263.4581,8.447706,318.8926,0,0
0,750.0417,1,1,1,263.4581,8.447706,318.8926,0,0
0,750.0417,1,1,1,263.4581,8.447706,318.8926,0,0
0,750.0809,1,1,1,263.4581,8.447706,318.8926,0,0
0,750.0417,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.7669,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.6099,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.2567,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.0996,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.2567,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.2174,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.4136,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.0604,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.2174,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.2174,1,1,1,263.4581,8.447706,318.8926,0,0
0,749.4529,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.2567,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.0996,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.4136,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.4136,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.5707,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.4529,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.3744,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.4136,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.4136,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.2567,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.4922,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.2174,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.0996,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.3744,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.1782,1,1,1,263.4581,8.447706,319.0977,0,0
0,748.7071,1,1,1,263.4581,8.447706,319.0977,0,0
0,748.9034,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.0996,1,1,1,263.4581,8.447706,319.0977,0,0
0,749.0604,1,1,1,263.4581,8.449308,319.0977,0,0
0,748.7856,1,1,1,263.4581,8.449308,319.0977,0,0
0,748.9034,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.0211,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.2174,1,1,1,263.4581,8.449308,319.0977,0,0
0,748.9034,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.1782,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.2174,1,1,1,263.4581,8.449308,319.0977,0,0
0,748.9819,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.2174,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.4529,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.2959,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.3744,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.2567,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.2174,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.2567,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.6492,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.5707,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.1782,1,1,1,263.4581,8.449308,319.0977,0,0
0,749.0604,1,1,1,263.4581,8.446745,319.0977,0,0
0,749.1782,1,1,1,263.4581,8.446745,319.0977,0,0
0,749.5707,1,1,1,263.4581,8.446745,319.0977,0,0
0,749.4529,1,1,1,263.4581,8.446745,319.0977,0,0
0,749.4136,1,1,1,263.4581,8.448347,319.354,0,0
0,749.6099,1,1,1,263.4581,8.448347,319.354,0,0
0,749.4922,1,1,1,263.4581,8.449308,319.354,0,0
0,749.6099,1,1,1,263.4581,8.449308,319.2258,0,0
0,749.1782,1,1,1,263.4581,8.449308,319.2258,0,0
0,749.0211,1,1,1,263.4581,8.449308,319.2258,0,0
0,749.3744,1,1,1,263.4581,8.449308,319.2258,0,0
0,749.0604,1,1,1,263.4581,8.449308,319.2258,0,0
0,748.8641,1,1,1,263.4581,8.449308,319.2258,0,0
0,748.9819,1,1,1,263.4581,8.449308,319.2258,0,0
0,749.1782,1,1,1,263.4581,8.448027,319.2258,0,0
0,748.8641,1,1,1,263.4581,8.446745,319.2258,0,0
0,748.8641,1,1,1,263.4581,8.446424,319.2258,0,0
0,749.2567,1,1,1,263.4581,8.446424,319.2258,0,0
0,749.1782,1,1,1,263.4581,8.446424,319.2258,0,0
0,749.0996,1,1,1,263.4581,8.446424,319.2258,0,0
0,749.2959,1,1,1,263.4581,8.446424,319.2258,0,0
0,749.3744,1,1,1,263.4581,8.446424,319.2258,0,0
0,749.4136,1,1,1,263.4581,8.446424,319.2258,0,0
0,749.4529,1,1,1,263.4581,8.444502,319.2258,0,0
0,749.3744,1,1,1,263.4581,8.444502,319.2258,0,0
0,749.2959,1,1,1,263.4581,8.444502,319.2258,0,0
0,748.7856,1,1,1,263.4581,8.444502,319.2258,0,0
0,748.9819,1,1,1,263.4581,8.444502,319.2258,0,0
0,749.2174,1,1,1,263.4581,8.444502,319.2258,0,0
0,749.0604,1,1,1,263.4581,8.444502,319.2258,0,0
0,748.8641,1,1,1,263.4581,8.444502,319.2258,0,0
0,748.4716,1,1,1,263.4581,8.444502,319.2258,0,0
0,748.3931,1,1,1,263.4581,8.444502,319.2258,0,0
0,748.7071,1,1,1,263.4581,8.444502,319.354,0,0
0,748.8249,1,1,1,263.4581,8.447386,319.354,0,0
0,748.9819,1,1,1,263.4581,8.448988,319.354,0,0
0,748.9819,1,1,1,263.4581,8.448988,319.354,0,0
0,749.0996,1,1,1,263.4581,8.448988,319.354,0,0
0,748.8249,1,1,1,263.4581,8.448988,319.354,0,0
0,749.0211,1,1,1,263.4581,8.448988,319.354,0,0
0,749.0211,1,1,1,263.4581,8.448988,319.354,0,0
0,749.0996,1,1,1,263.4581,8.448988,319.354,0,0
0,748.9034,1,1,1,263.4581,8.448988,319.354,0,0
0,749.0604,1,1,1,263.4581,8.448988,319.354,0,0
0,748.9034,1,1,1,263.4581,8.448988,319.354,0,0
0,749.3744,1,1,1,263.4581,8.448988,319.354,0,0
0,749.0604,1,1,1,263.4581,8.448988,319.354,0,0
0,749.0604,1,1,1,263.4581,8.448988,319.354,0,0
0,749.2959,1,1,1,263.4581,8.448988,319.354,0,0
0,749.4136,1,1,1,263.4581,8.448988,319.354,0,0
0,749.1782,1,1,1,263.4581,8.448988,319.354,0,0
0,749.1782,1,1,1,263.4581,8.448988,319.4565,0,0
0,749.2174,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.6099,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.4136,1,1,1,263.4581,8.449629,319.4565,0,0
0,748.9034,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.0211,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.2174,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.0996,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.0211,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.4922,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.2567,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.0996,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.1782,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.4529,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.6884,1,1,1,263.4581,8.449629,319.4565,0,0
0,749.0604,1,1,1,263.4581,8.449629,319.5591,0,0
0,748.6678,1,1,1,263.4581,8.449629,319.6104,0,0
0,748.9034,1,1,1,263.4581,8.449629,319.6104,0,0
0,748.4323,1,1,1,263.4581,8.449629,319.6104,0,0
0,748.4323,1,1,1,263.4581,8.449629,319.6104,0,0
0,749.0996,1,1,1,263.4581,8.449629,319.6104,0,0
0,748.7856,1,1,1,263.4581,8.449629,319.6104,0,0
0,749.0996,1,1,1,263.4581,8.449629,319.6104,0,0
0,749.0604,1,1,1,263.4581,8.449629,319.6104,0,0
0,748.7071,1,1,1,263.4581,8.449629,319.6104,0,0
0,748.4716,1,1,1,263.4581,8.449629,319.6104,0,0
0,748.3931,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.2753,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.3931,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.5109,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.4323,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.4323,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.5109,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.3146,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.3931,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.3146,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.2361,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.5109,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.9819,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.8249,1,1,1,263.4581,8.451231,319.6104,0,0
0,748.7071,1,1,1,263.4581,8.451231,319.6104,0,0
0,749.1782,1,1,1,263.4581,8.451231,319.6104,0,0
0,749.4529,1,1,1,263.4581,8.451231,319.6104,0,0
0,749.3744,1,1,1,263.4581,8.451231,319.6104,0,0
0,749.3744,1,1,1,263.4581,8.451231,319.6104,0,0
0,749.6492,1,1,1,263.4581,8.451231,319.6104,0,0
0,749.4922,1,1,1,263.4581,8.451231,319.6104,0,0
0,749.5707,1,1,1,263.4581,8.451231,319.6104,0,0
0,749.7669,1,1,1,263.4581,8.449629,319.6104,0,0
0,749.6884,1,1,1,263.4581,8.448347,319.6104,0,0
0,749.6492,1,1,1,263.4581,8.448347,319.6104,0,0
0,749.9632,1,1,1,263.4581,8.448347,319.7385,0,0
0,749.8062,1,1,1,263.4581,8.448347,319.8154,0,0
0,750.0417,1,1,1,263.4581,8.448347,319.8154,0,0
0,750.0809,1,1,1,263.4581,8.448347,319.8154,0,0
0,750.0809,1,1,1,263.4581,8.448347,319.8154,0,0
0,750.0417,1,1,1,263.4581,8.448347,319.8154,0,0
0,749.5707,1,1,1,263.4581,8.449308,319.8154,0,0
0,749.6099,1,1,1,263.4581,8.451551,319.8154,0,0
0,749.6099,1,1,1,263.4581,8.451551,319.8154,0,0
0,749.0996,1,1,1,263.4581,8.451551,319.7898,0,0
0,749.3744,1,1,1,263.4581,8.451551,319.6873,0,0
0,749.4529,1,1,1,263.4581,8.451551,319.6873,0,0
0,749.2959,1,1,1,263.4581,8.451551,319.6873,0,0
0,749.0604,1,1,1,263.4581,8.451551,319.6873,0,0
0,749.4922,1,1,1,263.4581,8.449629,319.6873,0,0
